Row ID,Year,Franchise,Player,Pos.,Cap Type,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
1702,2021,Philadelphia Eagles,Miles Sanders,RB,Active Roster,"$981,380 ","$477,759 ",,,,,,"($955,518)","$1,459,139 ",0.74
1703,2021,Philadelphia Eagles,Jalen Hurts,QB,Active Roster,"$883,871 ","$485,486 ",,,,,,"($2,340,329)","$1,369,357 ",0.7
1704,2021,Philadelphia Eagles,J.J. Arcega-Whiteside,WR,Active Roster,"$944,339 ","$403,678 ",,,,,,"($807,356)","$1,348,017 ",0.69
1705,2021,Philadelphia Eagles,Rick Lovato,LS,Active Roster,"$990,000 ",,,"$187,500 ","$50,000 ",,,"($562,500)","$1,227,500 ",0.63
1706,2021,Philadelphia Eagles,Avonte Maddox,CB,Active Roster,"$920,000 ","$156,480 ",,,,,,"($156,480)","$1,076,480 ",0.55
1707,2021,Philadelphia Eagles,Josh Sweat,DE,Active Roster,"$920,000 ","$149,400 ",,,,,,"($149,400)","$1,069,400 ",0.54
1708,2021,Philadelphia Eagles,Davion Taylor,OLB,Active Roster,"$814,518 ","$208,074 ",,,,,,"($624,222)","$1,022,592 ",0.52
1709,2021,Philadelphia Eagles,K'Von Wallace,SS,Active Roster,"$780,000 ","$176,528 ",,,,,,"($529,584)","$956,528 ",0.49
1710,2021,Philadelphia Eagles,Matt Pryor,G,Active Roster,"$920,000 ","$33,198 ",,,,,,"($33,198)","$953,198 ",0.49
1711,2021,Philadelphia Eagles,Jordan Mailata,RT,Active Roster,"$920,000 ","$22,349 ",,,,,,"($22,349)","$942,349 ",0.48
1712,2021,Philadelphia Eagles,Genard Avery,DE,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.47
1713,2021,Philadelphia Eagles,Blake Countess,S,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.47
1714,2021,Philadelphia Eagles,Treyvon Hester,DT,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.47
1715,2021,Philadelphia Eagles,Craig James,CB,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.47
1716,2021,Philadelphia Eagles,Kevon Seymour,CB,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.47
1717,2021,Philadelphia Eagles,Jack Driscoll,G,Active Roster,"$780,000 ","$123,600 ",,,,,,"($370,800)","$903,600 ",0.46
1718,2021,Philadelphia Eagles,John Hightower,WR,Active Roster,"$780,000 ","$75,013 ",,,,,,"($225,039)","$855,013 ",0.44
1719,2021,Philadelphia Eagles,T.J. Edwards,ILB,Active Roster,"$850,000 ","$4,168 ",,,,,,"($4,168)","$854,168 ",0.43
1720,2021,Philadelphia Eagles,Nate Herbig,C,Active Roster,"$850,000 ","$4,168 ",,,,,,"($4,168)","$854,168 ",0.43
1721,2021,Philadelphia Eagles,Deontay Burnett,WR,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1722,2021,Philadelphia Eagles,Hakeem Butler,WR,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1723,2021,Philadelphia Eagles,Marcus Epps,FS,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1724,2021,Philadelphia Eagles,Travis Fulgham,WR,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1725,2021,Philadelphia Eagles,Iosua Opeta,G,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1726,2021,Philadelphia Eagles,Ross Pierschbacher,G,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1727,2021,Philadelphia Eagles,Brett Toth,LT,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1728,2021,Philadelphia Eagles,Caleb Wilson,TE,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.43
1729,2021,Philadelphia Eagles,Shaun Bradley,ILB,Active Roster,"$780,000 ","$42,855 ",,,,,,"($128,565)","$822,855 ",0.42
1730,2021,Philadelphia Eagles,Quez Watkins,WR,Active Roster,"$780,000 ","$42,416 ",,,,,,"($127,248)","$822,416 ",0.42
1731,2021,Philadelphia Eagles,Raequan Williams,DT,Active Roster,"$780,000 ",,,,"$25,000 ",,,,"$805,000 ",0.41
1732,2021,Philadelphia Eagles,Grayland Arnold,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1733,2021,Philadelphia Eagles,Joe Bachie,ILB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1734,2021,Philadelphia Eagles,Elijah Holyfield,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1735,2021,Philadelphia Eagles,Jameson Houston,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1736,2021,Philadelphia Eagles,Jason Huntley,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1737,2021,Philadelphia Eagles,Tyree Jackson,TE,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1738,2021,Philadelphia Eagles,Michael Jacquet,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1739,2021,Philadelphia Eagles,Luke Juriga,C,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1740,2021,Philadelphia Eagles,Joe Ostman,DE,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1741,2021,Philadelphia Eagles,Elijah Riley,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1742,2021,Philadelphia Eagles,Arryn Siposs,P,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.4
1743,2021,Philadelphia Eagles,Lavert Hill,CB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.34
1744,2021,Philadelphia Eagles,Matt Leo,DE,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.34
1745,2021,Philadelphia Eagles,Khalil Tate,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.34
1746,2021,Philadelphia Eagles,Shareef Miller,DE,Dead Money,-,"$243,264 ",-,-,-,-,-,-,"$243,264 ",0.12
1747,2021,Philadelphia Eagles,Prince Tega Wanogho,T,Dead Money,-,"$112,257 ",-,-,-,-,-,-,"$112,257 ",0.06
1748,2021,Philadelphia Eagles,Casey Toohill,DE,Dead Money,-,"$69,024 ",-,-,-,-,-,-,"$69,024 ",0.04
1749,2021,Philadelphia Eagles,Elijah Holyfield,RB,Dead Money,-,"$21,117 ",-,-,-,-,-,-,"$21,117 ",0.01
1750,2021,Philadelphia Eagles,Kyle Lauletta,QB,Dead Money,-,"$13,529 ",-,-,-,-,-,-,"$13,529 ",0.01
1751,2021,Philadelphia Eagles,Luke Juriga,C,Dead Money,-,"$10,666 ",-,-,-,-,-,-,"$10,666 ",0.01
1752,2021,Philadelphia Eagles,Grayland Arnold,CB,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1753,2021,Philadelphia Eagles,Michael Jacquet,CB,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1754,2021,Philadelphia Eagles,Raequan Williams,DT,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1755,2021,Philadelphia Eagles,Elijah Riley,CB,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
1756,2021,Philadelphia Eagles,Noah Togiai,TE,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
1757,2021,Philadelphia Eagles,Prince Smith,CB,Dead Money,-,"$6,000 ",-,-,-,-,-,-,"$6,000 ",0
1758,2021,Philadelphia Eagles,Manasseh Bailey,WR,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
1759,2021,Philadelphia Eagles,Adrian Killins,RB,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
1760,2021,Philadelphia Eagles,Michael Warren,RB,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
1761,2021,Philadelphia Eagles,Julian Good-Jones,G,Dead Money,-,"$4,667 ",-,-,-,-,-,-,"$4,667 ",0
1762,2021,Pittsburgh Steelers,Ben Roethlisberger,QB,Active Roster,"$4,000,000 ","$12,500,000 ","$15,000,000 ",,,"$9,750,000 ",,"($22,250,000)","$41,250,000 ",22.79
1763,2021,Pittsburgh Steelers,Joe Haden,CB,Active Roster,"$7,000,000 ","$5,600,000 ",,,,"$2,975,000 ",,"($2,975,000)","$15,575,000 ",8.6
1764,2021,Pittsburgh Steelers,Stephon Tuitt,DE,Active Roster,"$9,000,000 ","$2,600,000 ",,,,"$3,340,750 ",,"($9,281,500)","$14,940,750 ",8.25
1765,2021,Pittsburgh Steelers,Cameron Heyward,DT,Active Roster,"$4,500,000 ","$4,050,000 ","$6,000,000 ",,,,,"($16,200,000)","$14,550,000 ",8.04
1766,2021,Pittsburgh Steelers,Steven Nelson,CB,Active Roster,"$8,250,000 ","$2,500,000 ",,,,"$3,670,000 ",,"($6,170,000)","$14,420,000 ",7.97
1767,2021,Pittsburgh Steelers,David DeCastro,G,Active Roster,"$8,750,000 ",,,,,"$5,547,500 ",,"($5,547,500)","$14,297,500 ",7.9
1768,2021,Pittsburgh Steelers,T.J. Watt,OLB,Active Roster,"$10,089,000 ",,,,,,,,"$10,089,000 ",5.57
1769,2021,Pittsburgh Steelers,Eric Ebron,TE,Active Roster,"$5,500,000 ","$2,500,000 ","$500,000 ",,,,,"($2,500,000)","$8,500,000 ",4.7
1770,2021,Pittsburgh Steelers,Vance McDonald,TE,Active Roster,"$5,200,000 ",,,,,"$2,727,500 ",,"($2,727,500)","$7,927,500 ",4.38
1771,2021,Pittsburgh Steelers,Vince Williams,ILB,Active Roster,"$4,000,000 ","$1,600,000 ",,,,"$1,431,668 ",,"($3,031,668)","$7,031,668 ",3.88
1772,2021,Pittsburgh Steelers,Devin Bush,ILB,Active Roster,"$2,210,615 ","$2,936,230 ",,,,,,"($11,151,498)","$5,146,845 ",2.84
1773,2021,Pittsburgh Steelers,Chris Boswell,K,Active Roster,"$3,085,000 ","$1,200,000 ",,,,"$488,333 ",,"($3,376,667)","$4,773,333 ",2.64
1774,2021,Pittsburgh Steelers,Derek Watt,FB,Active Roster,"$1,750,000 ","$1,083,333 ","$1,000,000 ",,,,,"($2,166,667)","$3,833,333 ",2.12
1775,2021,Pittsburgh Steelers,Terrell Edmunds,SS,Active Roster,"$1,938,789 ","$1,465,054 ",,,,,,"($1,465,054)","$3,403,843 ",1.88
1776,2021,Pittsburgh Steelers,Minkah Fitzpatrick,FS,Active Roster,"$2,722,878 ",,,,,,,"($2,722,878)","$2,722,878 ",1.5
1777,2021,Pittsburgh Steelers,Chase Claypool,WR,Active Roster,"$910,756 ","$593,023 ",,,,,,"($2,689,825)","$1,503,779 ",0.83
1778,2021,Pittsburgh Steelers,James Washington,WR,Active Roster,"$1,093,820 ","$338,428 ",,,,,,"($338,428)","$1,432,248 ",0.79
1779,2021,Pittsburgh Steelers,Kameron Canaday,LS,Active Roster,"$1,065,000 ","$225,000 ",,,,,,"($225,000)","$1,290,000 ",0.71
1780,2021,Pittsburgh Steelers,Mason Rudolph,QB,Active Roster,"$1,014,801 ","$233,066 ",,,,,,"($233,066)","$1,247,867 ",0.69
1781,2021,Pittsburgh Steelers,Diontae Johnson,WR,Active Roster,"$884,178 ","$283,357 ",,,,,,"($566,714)","$1,167,535 ",0.64
1782,2021,Pittsburgh Steelers,Chuks Okorafor,LT,Active Roster,"$920,000 ","$203,091 ",,,,,,"($203,091)","$1,123,091 ",0.62
1783,2021,Pittsburgh Steelers,Justin Layne,CB,Active Roster,"$850,000 ","$230,545 ",,,,,,"($461,090)","$1,080,545 ",0.6
1784,2021,Pittsburgh Steelers,Benny Snell Jr.,RB,Active Roster,"$850,000 ","$175,517 ",,,,,,"($351,034)","$1,025,517 ",0.57
1785,2021,Pittsburgh Steelers,Alex Highsmith,OLB,Active Roster,"$814,518 ","$208,074 ",,,,,,"($624,222)","$1,022,592 ",0.56
1786,2021,Pittsburgh Steelers,Trevor Williams,CB,Active Roster,"$990,000 ",,,,,,,,"$990,000 ",0.55
1787,2021,Pittsburgh Steelers,Jaylen Samuels,RB,Active Roster,"$920,000 ","$64,518 ",,,,,,"($64,518)","$984,518 ",0.54
1788,2021,Pittsburgh Steelers,Anthony McFarland,RB,Active Roster,"$780,000 ","$180,607 ",,,,,,"($541,821)","$960,607 ",0.53
1789,2021,Pittsburgh Steelers,Kevin Dotson,G,Active Roster,"$780,000 ","$164,704 ",,,,,,"($494,112)","$944,704 ",0.52
1790,2021,Pittsburgh Steelers,Zach Gentry,TE,Active Roster,"$850,000 ","$86,115 ",,,,,,"($172,230)","$936,115 ",0.52
1791,2021,Pittsburgh Steelers,Trey Edmunds,RB,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.51
1792,2021,Pittsburgh Steelers,Isaiah Buggs,DT,Active Roster,"$850,000 ","$42,158 ",,,,,,"($84,316)","$892,158 ",0.49
1793,2021,Pittsburgh Steelers,Ulysees Gilbert,ILB,Active Roster,"$850,000 ","$31,838 ",,,,,,"($63,677)","$881,838 ",0.49
1794,2021,Pittsburgh Steelers,Carlos Davis,DE,Active Roster,"$780,000 ","$23,376 ",,,,,,"($70,128)","$803,376 ",0.44
1795,2021,Pittsburgh Steelers,James Pierre,CB,Active Roster,"$780,000 ","$3,000 ",,,,,,"($6,000)","$783,000 ",0.43
1796,2021,Pittsburgh Steelers,John Battle,S,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1797,2021,Pittsburgh Steelers,Antoine Brooks Jr.,S,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1798,2021,Pittsburgh Steelers,Demarcus Christmas,DT,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1799,2021,Pittsburgh Steelers,Anthony Coyle,T,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1800,2021,Pittsburgh Steelers,Anthony Johnson,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1801,2021,Pittsburgh Steelers,Jarron Jones,T,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1802,2021,Pittsburgh Steelers,Christian Kuntz,ILB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1803,2021,Pittsburgh Steelers,John Leglue,G,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1804,2021,Pittsburgh Steelers,Henry Mondeaux,DE,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1805,2021,Pittsburgh Steelers,Kevin Rader,TE,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.43
1806,2021,Pittsburgh Steelers,Tegray Scales,ILB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.36
1807,2021,Pittsburgh Steelers,Calvin Taylor,DE,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.36
1808,2021,Pittsburgh Steelers,Corliss Waitman,P,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.36
1809,2021,Pittsburgh Steelers,Brandon Walton,T,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.36
1810,2021,Pittsburgh Steelers,Cody White,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.36
1811,2021,Pittsburgh Steelers,Maurkice Pouncey,C,Dead Money,-,"$3,000,000 ",-,-,-,"$3,475,000 ",-,-,"$6,475,000 ",3.58
1812,2021,Pittsburgh Steelers,Stefen Wisniewski,G,Dead Money,-,"$187,500 ",-,-,-,-,-,-,"$187,500 ",0.1
1813,2021,Pittsburgh Steelers,Antoine Brooks Jr.,S,Dead Money,-,"$128,127 ",-,-,-,-,-,-,"$128,127 ",0.07
1814,2021,Pittsburgh Steelers,Josiah Coatney,DT,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1815,2021,Pittsburgh Steelers,Calvin Taylor,DE,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
1816,2021,Pittsburgh Steelers,Trajan Bandy,CB,Dead Money,-,"$6,000 ",-,-,-,-,-,-,"$6,000 ",0
1817,2021,Pittsburgh Steelers,Corliss Waitman,P,Dead Money,-,"$6,000 ",-,-,-,-,-,-,"$6,000 ",0
1818,2021,Pittsburgh Steelers,James Lockhart,DE,Dead Money,-,"$5,667 ",-,-,-,-,-,-,"$5,667 ",0
1819,2021,Pittsburgh Steelers,John Houston,ILB,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
1820,2021,Pittsburgh Steelers,Leo Lewis,ILB,Dead Money,-,"$4,667 ",-,-,-,-,-,-,"$4,667 ",0
1821,2021,Pittsburgh Steelers,Christian Montano,G,Dead Money,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
1822,2021,Pittsburgh Steelers,Spencer Nigh,FB,Dead Money,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
1823,2021,San Francisco 49ers,Jimmy Garoppolo,QB,Active Roster,"$24,100,000 ","$1,400,000 ","$105,882 ",,"$600,000 ",,,"($2,800,000)","$26,205,882 ",14.79
1824,2021,San Francisco 49ers,Dee Ford,DE,Active Roster,"$15,150,000 ","$1,600,000 ","$750,000 ",,"$100,000 ","$3,185,000 ",,"($14,355,000)","$20,785,000 ",11.73
1825,2021,San Francisco 49ers,Arik Armstead,DE,Active Roster,"$6,650,000 ","$3,500,000 ","$750,000 ","$1,500,000 ","$100,000 ",,,"($28,150,000)","$12,500,000 ",7.06
1826,2021,San Francisco 49ers,Weston Richburg,C,Active Roster,"$7,850,000 ","$1,860,000 ","$400,000 ","$73,927 ","$100,000 ","$1,519,724 ",,"($8,441,426)","$11,803,651 ",6.66
1827,2021,San Francisco 49ers,Jimmie Ward,FS,Active Roster,"$8,400,000 ","$2,000,000 ","$500,000 ",,"$100,000 ",,,"($9,500,000)","$11,000,000 ",6.21
1828,2021,San Francisco 49ers,Nick Bosa,DE,Active Roster,"$850,000 ","$5,605,339 ","$2,870,170 ",,,,,"($19,826,102)","$9,325,509 ",5.26
1829,2021,San Francisco 49ers,Laken Tomlinson,G,Active Roster,"$4,500,000 ","$1,250,000 ","$400,000 ",,"$100,000 ","$335,000 ",,"($2,590,000)","$6,585,000 ",3.72
1830,2021,San Francisco 49ers,Mike McGlinchey,RT,Active Roster,"$920,000 ","$2,854,860 ","$2,231,166 ",,,,,"($5,836,004)","$6,006,026 ",3.39
1831,2021,San Francisco 49ers,George Kittle,TE,Active Roster,"$1,250,000 ","$3,600,000 ","$100,000 ","$450,000 ","$100,000 ",,,"($17,900,000)","$5,500,000 ",3.1
1832,2021,San Francisco 49ers,Raheem Mostert,RB,Active Roster,"$2,975,000 ","$458,334 ","$250,000 ",,"$50,000 ",,,"($458,334)","$3,733,334 ",2.11
1833,2021,San Francisco 49ers,Javon Kinlaw,DT,Active Roster,"$1,314,031 ","$2,206,126 ",,,,,,"($12,672,566)","$3,520,157 ",1.99
1834,2021,San Francisco 49ers,Brandon Aiyuk,WR,Active Roster,"$1,179,606 ","$1,668,426 ",,,,,,"($10,252,916)","$2,848,032 ",1.61
1835,2021,San Francisco 49ers,Deebo Samuel,WR,Active Roster,"$1,144,760 ","$904,519 ",,,"$50,000 ",,,"($2,077,873)","$2,099,279 ",1.19
1836,2021,San Francisco 49ers,Mark Nzeocha,OLB,Active Roster,"$1,450,000 ",,"$100,000 ",,"$50,000 ",,,,"$1,600,000 ",0.9
1837,2021,San Francisco 49ers,Fred Warner,ILB,Active Roster,"$982,000 ","$252,547 ",,,,,,"($252,547)","$1,234,547 ",0.7
1838,2021,San Francisco 49ers,Jalen Hurd,WR,Active Roster,"$884,062 ","$283,123 ",,,,,,"($566,246)","$1,167,185 ",0.66
1839,2021,San Francisco 49ers,Tarvarius Moore,FS,Active Roster,"$920,000 ","$196,093 ",,,,,,"($196,093)","$1,116,093 ",0.63
1840,2021,San Francisco 49ers,Travis Benjamin,WR,Active Roster,"$1,075,000 ",,,,,,,,"$1,075,000 ",0.61
1841,2021,San Francisco 49ers,Shon Coleman,T,Active Roster,"$920,000 ","$137,500 ",,,,,,"($137,500)","$1,057,500 ",0.6
1842,2021,San Francisco 49ers,Mitch Wishnowsky,P,Active Roster,"$850,000 ","$191,018 ",,,,,,"($382,036)","$1,041,018 ",0.59
1843,2021,San Francisco 49ers,Kentavius Street,DE,Active Roster,"$850,000 ","$152,552 ",,,,,,"($152,552)","$1,002,552 ",0.57
1844,2021,San Francisco 49ers,Josh Johnson,QB,Active Roster,"$990,000 ",,,,,,,,"$990,000 ",0.56
1845,2021,San Francisco 49ers,Richie James,WR,Active Roster,"$920,000 ","$19,145 ",,,,,,"($19,145)","$939,145 ",0.53
1846,2021,San Francisco 49ers,Dre Greenlaw,OLB,Active Roster,"$850,000 ","$80,429 ",,,,,,"($160,858)","$930,429 ",0.53
1847,2021,San Francisco 49ers,Jake Brendel,C,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.52
1848,2021,San Francisco 49ers,Justin Skule,LT,Active Roster,"$850,000 ","$44,714 ",,,,,,"($89,429)","$894,714 ",0.51
1849,2021,San Francisco 49ers,Colton McKivitz,LT,Active Roster,"$780,000 ","$81,829 ",,,,,,"($245,487)","$861,829 ",0.49
1850,2021,San Francisco 49ers,Azeez Al-Shaair,ILB,Active Roster,"$850,000 ","$5,000 ",,,,,,"($5,000)","$855,000 ",0.48
1851,2021,San Francisco 49ers,Daeshon Hall,DE,Active Roster,"$990,000 ",,,,,,,,"$850,000 ",0.48
1852,2021,San Francisco 49ers,Kevin White,WR,Active Roster,"$990,000 ",,,,,,,,"$850,000 ",0.48
1853,2021,San Francisco 49ers,Tim Harris,CB,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
1854,2021,San Francisco 49ers,Obi Melifonwu,S,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
1855,2021,San Francisco 49ers,Austin Proehl,WR,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
1856,2021,San Francisco 49ers,Charlie Woerner,TE,Active Roster,"$780,000 ","$45,257 ",,,,,,"($135,771)","$825,257 ",0.47
1857,2021,San Francisco 49ers,Adonis Alexander,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1858,2021,San Francisco 49ers,Alex Barrett,DE,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1859,2021,San Francisco 49ers,Demetrius Flannigan-Fowles,SS,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1860,2021,San Francisco 49ers,Kevin Givens,DT,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1861,2021,San Francisco 49ers,JaMycal Hasty,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1862,2021,San Francisco 49ers,Corbin Kaufusi,T,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1863,2021,San Francisco 49ers,Chris Thompson,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1864,2021,San Francisco 49ers,Isaiah Williams,G,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
1865,2021,San Francisco 49ers,Josiah Coatney,DT,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1866,2021,San Francisco 49ers,Chris Edwards,S,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1867,2021,San Francisco 49ers,Jonas Griffith,ILB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1868,2021,San Francisco 49ers,Chase Harrell,TE,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1869,2021,San Francisco 49ers,Josh Hokit,FB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1870,2021,San Francisco 49ers,Jauan Jennings,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1871,2021,San Francisco 49ers,Jared Mayden,S,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1872,2021,San Francisco 49ers,Dakoda Shepley,G,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
1873,2021,San Francisco 49ers,Robbie Gould,K,Active Roster,,,,,,,,,,0
1874,2021,San Francisco 49ers,Kwon Alexander,ILB,Dead Money,-,"$2,000,000 ",-,"$200,115 ",-,"$4,708,820 ",-,-,"$6,908,935 ",3.9
1875,2021,San Francisco 49ers,Jerick McKinnon,RB,Dead Money,-,"$2,000,000 ",-,-,-,-,-,-,"$2,000,000 ",1.13
1876,2021,San Francisco 49ers,Dante Pettis,WR,Dead Money,-,"$683,740 ",-,-,-,-,-,-,"$683,740 ",0.39
1877,2021,San Francisco 49ers,Jauan Jennings,WR,Dead Money,-,"$83,268 ",-,-,-,-,-,-,"$83,268 ",0.05
1878,2021,San Francisco 49ers,Tim Harris,CB,Dead Money,-,"$79,154 ",-,-,-,-,-,-,"$79,154 ",0.04
1879,2021,San Francisco 49ers,D.J. Reed,S,Dead Money,-,"$77,844 ",-,-,-,-,-,-,"$77,844 ",0.04
1880,2021,San Francisco 49ers,Jullian Taylor,DT,Dead Money,-,"$24,510 ",-,-,-,-,-,-,"$24,510 ",0.01
1881,2021,San Francisco 49ers,Darrion Daniels,DT,Dead Money,-,"$16,667 ",-,-,-,-,-,-,"$16,667 ",0.01
1882,2021,San Francisco 49ers,DeMarkus Acy,CB,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1883,2021,San Francisco 49ers,Chris Finke,WR,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1884,2021,San Francisco 49ers,JaMycal Hasty,RB,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
1885,2021,San Francisco 49ers,Salvon Ahmed,RB,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
1886,2021,San Francisco 49ers,Jared Mayden,S,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
1887,2021,San Francisco 49ers,Jonas Griffith,ILB,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
1888,2021,San Francisco 49ers,Chase Harrell,TE,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
1889,2021,San Francisco 49ers,Josh Hokit,FB,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
1890,2021,San Francisco 49ers,Shawn Poindexter,WR,Dead Money,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
1891,2021,San Francisco 49ers,Broc Rutter,QB,Dead Money,-,$186 ,-,-,-,-,-,-,$186 ,0
1892,2021,Seattle Seahawks,Russell Wilson,QB,Active Roster,"$19,000,000 ","$13,000,000 ",,,,,,"($39,000,000)","$32,000,000 ",18.06
1893,2021,Seattle Seahawks,Bobby Wagner,ILB,Active Roster,"$13,150,000 ","$3,750,000 ","$250,000 ",,,,,"($7,500,000)","$17,150,000 ",9.68
1894,2021,Seattle Seahawks,Carlos Dunlap,DE,Active Roster,"$10,100,000 ",,"$3,500,000 ",,"$500,000 ",,,,"$14,100,000 ",7.96
1895,2021,Seattle Seahawks,Tyler Lockett,WR,Active Roster,"$11,000,000 ","$2,250,000 ","$500,000 ",,,,,"($2,250,000)","$13,750,000 ",7.76
1896,2021,Seattle Seahawks,Jarran Reed,DT,Active Roster,"$8,075,000 ","$5,000,000 ","$425,000 ",,,,,"($5,000,000)","$13,500,000 ",7.62
1897,2021,Seattle Seahawks,Duane Brown,LT,Active Roster,"$10,000,000 ","$2,000,000 ","$1,000,000 ",,,,,"($2,000,000)","$13,000,000 ",7.34
1898,2021,Seattle Seahawks,Jamal Adams,SS,Active Roster,"$9,860,000 ",,,,,,,,"$9,860,000 ",5.57
