Row ID,Year,Franchise,Player,Pos.,Cap Type,Base Salary,Signing Bonus,Roster Bonus,Option Bonus,Workout Bonus,Restruc. Bonus,Misc.,Dead Cap,Cap Hit,Cap %
1,2021,Arizona Cardinals,Chandler Jones,OLB,Active Roster,"$15,500,000 ","$3,000,000 ",,,,"$2,333,334 ",,"($5,333,334)","$20,833,334 ",11.77
2,2021,Arizona Cardinals,D.J. Humphries,LT,Active Roster,"$15,100,000 ","$800,000 ","$500,000 ",,,"$3,530,000 ",,"($23,760,000)","$19,930,000 ",11.26
3,2021,Arizona Cardinals,DeAndre Hopkins,WR,Active Roster,"$4,750,000 ","$5,500,000 ",,"$2,250,000 ",,,,"($35,750,000)","$12,500,000 ",7.06
4,2021,Arizona Cardinals,Jordan Phillips,DT,Active Roster,"$10,000,000 ","$2,000,000 ",,,,,,"($10,500,000)","$12,000,000 ",6.78
5,2021,Arizona Cardinals,Justin Pugh,G,Active Roster,"$7,750,000 ","$2,000,000 ","$1,406,250 ",,,,,"($4,000,000)","$11,156,250 ",6.3
6,2021,Arizona Cardinals,Kyler Murray,QB,Active Roster,"$850,000 ","$5,897,481 ","$3,016,240 ",,,,,"($20,775,564)","$9,763,721 ",5.52
7,2021,Arizona Cardinals,Robert Alford,CB,Active Roster,"$7,450,000 ","$1,500,000 ",,,"$50,000 ",,,"($1,500,000)","$9,000,000 ",5.08
8,2021,Arizona Cardinals,Jordan Hicks,ILB,Active Roster,"$5,000,000 ","$3,000,000 ","$1,000,000 ",,,,,"($6,000,000)","$9,000,000 ",5.08
9,2021,Arizona Cardinals,Devon Kennard,OLB,Active Roster,"$6,250,000 ","$1,250,000 ","$406,250 ",,,,,"($3,750,000)","$7,906,250 ",4.47
10,2021,Arizona Cardinals,Budda Baker,S,Active Roster,"$4,000,000 ","$2,000,000 ",,"$1,775,000 ",,,,"($19,100,000)","$7,775,000 ",4.39
11,2021,Arizona Cardinals,Isaiah Simmons,OLB,Active Roster,"$780,000 ","$3,147,101 ","$769,275 ",,,,,"($16,906,954)","$4,696,376 ",2.65
12,2021,Arizona Cardinals,Maxx Williams,TE,Active Roster,"$2,550,000 ","$250,000 ","$418,750 ",,,,,"($250,000)","$3,218,750 ",1.82
13,2021,Arizona Cardinals,Justin Murray,T,Active Roster,"$1,750,000 ","$333,333 ","$203,125 ",,,,,"($1,666,667)","$2,286,458 ",1.29
14,2021,Arizona Cardinals,Byron Murphy,CB,Active Roster,"$1,221,318 ","$957,636 ",,,,,,"($2,864,847)","$2,178,954 ",1.23
15,2021,Arizona Cardinals,Christian Kirk,WR,Active Roster,"$1,283,845 ","$591,794 ",,,,,,"($591,794)","$1,875,639 ",1.06
16,2021,Arizona Cardinals,Andy Isabella,WR,Active Roster,"$915,900 ","$346,794 ",,,,,,"($693,588)","$1,262,694 ",0.71
17,2021,Arizona Cardinals,Aaron Brewer,LS,Active Roster,"$1,075,000 ","$68,750 ","$40,625 ",,"$50,000 ",,,"($68,750)","$1,243,750 ",0.7
18,2021,Arizona Cardinals,Zach Allen,DE,Active Roster,"$885,342 ","$285,684 ",,,,,,"($571,368)","$1,171,026 ",0.66
19,2021,Arizona Cardinals,Mason Cole,C,Active Roster,"$920,000 ","$190,379 ",,,"$31,250 ",,,"($190,379)","$1,141,629 ",0.64
20,2021,Arizona Cardinals,Josh Jones,RT,Active Roster,"$829,970 ","$269,881 ",,,,,,"($809,643)","$1,099,851 ",0.62
21,2021,Arizona Cardinals,Marcus Gilbert,RT,Active Roster,"$900,000 ",,,,,,"$150,000 ","($150,000)","$1,050,000 ",0.59
22,2021,Arizona Cardinals,Chase Edmonds,RB,Active Roster,"$920,000 ","$113,092 ",,,,,,"($113,092)","$1,033,092 ",0.58
23,2021,Arizona Cardinals,Leki Fotu,DT,Active Roster,"$780,000 ","$193,368 ",,,,,,"($580,104)","$973,368 ",0.55
24,2021,Arizona Cardinals,Rashard Lawrence,DE,Active Roster,"$780,000 ","$171,021 ",,,,,,"($513,063)","$951,021 ",0.54
25,2021,Arizona Cardinals,Deionte Thompson,SS,Active Roster,"$850,000 ","$87,208 ",,,,,,"($174,416)","$937,208 ",0.53
26,2021,Arizona Cardinals,Jalen Thompson,SS,Active Roster,"$850,000 ","$85,730 ",,,,,,"($171,460)","$935,730 ",0.53
27,2021,Arizona Cardinals,Terrance Smith,OLB,Active Roster,"$920,000 ",,,,,,,,"$920,000 ",0.52
28,2021,Arizona Cardinals,Keesean Johnson,WR,Active Roster,"$850,000 ","$52,328 ",,,,,,"($104,656)","$902,328 ",0.51
29,2021,Arizona Cardinals,Lamont Gaillard,G,Active Roster,"$850,000 ","$47,034 ",,,,,,"($94,068)","$897,034 ",0.51
30,2021,Arizona Cardinals,Joshua Miles,LT,Active Roster,"$850,000 ","$18,644 ",,,,,,"($37,288)","$868,644 ",0.49
31,2021,Arizona Cardinals,David Parry,DT,Active Roster,"$990,000 ",,,,,,,,"$850,000 ",0.48
32,2021,Arizona Cardinals,Michael Dogbe,DE,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
33,2021,Arizona Cardinals,Sean Harlow,G,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
34,2021,Arizona Cardinals,Krishawn Hogan,WR,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
35,2021,Arizona Cardinals,Brett Maher,K,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
36,2021,Arizona Cardinals,Shareef Miller,DE,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
37,2021,Arizona Cardinals,Eno Benjamin,RB,Active Roster,"$780,000 ","$25,678 ",,,,,,"($77,034)","$805,678 ",0.46
38,2021,Arizona Cardinals,Rico Gafford,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
39,2021,Arizona Cardinals,Koda Martin,G,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
40,2021,Arizona Cardinals,Khalfani Muhammad,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
41,2021,Arizona Cardinals,Picasso Nelson,CB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
42,2021,Arizona Cardinals,A.J. Richardson,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
43,2021,Arizona Cardinals,Chris Streveler,QB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
44,2021,Arizona Cardinals,Jonathan Ward,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
45,2021,Arizona Cardinals,Isaac Whitney,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
46,2021,Arizona Cardinals,Chris Miller,S,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
47,2021,Arizona Cardinals,Reggie Walker,ILB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
48,2021,Arizona Cardinals,JoJo Ward,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
49,2021,Arizona Cardinals,Evan Weaver,ILB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
50,2021,Arizona Cardinals,Jace Whittaker,CB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
51,2021,Arizona Cardinals,Ian Bunting,TE,Active Roster,"$2,021 ",,,,,,,,"$2,021 ",0
52,2021,Arizona Cardinals,Deion Calhoun,G,Active Roster,"$2,021 ",,,,,,,,"$2,021 ",0
53,2021,Arizona Cardinals,De'Vondre Campbell,OLB,Dead Money,-,"$4,000,000 ",-,-,-,-,-,-,"$4,000,000 ",2.26
54,2021,Arizona Cardinals,Hakeem Butler,WR,Dead Money,-,"$402,252 ",-,-,-,-,-,-,"$402,252 ",0.23
55,2021,Arizona Cardinals,Evan Weaver,ILB,Dead Money,-,"$125,424 ",-,-,-,-,-,-,"$125,424 ",0.07
56,2021,Arizona Cardinals,Michael Dogbe,DE,Dead Money,-,"$37,288 ",-,-,-,-,-,-,"$37,288 ",0.02
57,2021,Arizona Cardinals,Zane Lewis,CB,Dead Money,-,"$13,334 ",-,-,-,-,-,-,"$13,334 ",0.01
58,2021,Arizona Cardinals,Jake Benzinger,T,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
59,2021,Arizona Cardinals,JoJo Ward,WR,Dead Money,-,"$6,667 ",-,-,-,-,-,-,"$6,667 ",0
60,2021,Arizona Cardinals,Ryan Becker,TE,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
61,2021,Arizona Cardinals,Reggie Floyd,S,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
62,2021,Arizona Cardinals,Jonathan Ward,RB,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
63,2021,Arizona Cardinals,Jace Whittaker,CB,Dead Money,-,"$5,334 ",-,-,-,-,-,-,"$5,334 ",0
64,2021,Arizona Cardinals,Jackson Dennis,T,Dead Money,-,"$4,000 ",-,-,-,-,-,-,"$4,000 ",0
65,2021,Arizona Cardinals,Steven Gonzalez,G,Dead Money,-,"$4,000 ",-,-,-,-,-,-,"$4,000 ",0
66,2021,Arizona Cardinals,T.J. Carter,DT,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
67,2021,Arizona Cardinals,Reggie Walker,ILB,Dead Money,-,"$3,250 ",-,-,-,-,-,-,"$3,250 ",0
68,2021,Arizona Cardinals,Jermiah Braswell,WR,Dead Money,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
69,2021,Arizona Cardinals,Adam Shuler,DE,Dead Money,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
70,2021,Arizona Cardinals,Parker Houston,TE,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
71,2021,Arizona Cardinals,Shane Leatherbury,WR,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
72,2021,Arizona Cardinals,Rashad Medaris,WR,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
73,2021,Arizona Cardinals,Jarren Williams,CB,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
74,2021,Arizona Cardinals,Devin Phelps,WR,Dead Money,-,$667 ,-,-,-,-,-,-,$667 ,0
75,2021,Arizona Cardinals,Bejour Wilson,CB,Dead Money,-,$667 ,-,-,-,-,-,-,$667 ,0
76,2021,Atlanta Falcons,Matt Ryan,QB,Active Roster,"$23,000,000 ","$9,300,000 ",,"$2,000,000 ",,"$6,612,500 ",,"($49,937,500)","$40,912,500 ",23.02
77,2021,Atlanta Falcons,Julio Jones,WR,Active Roster,"$15,300,000 ","$5,000,000 ",,"$2,750,000 ",,,,"($38,550,000)","$23,050,000 ",12.97
78,2021,Atlanta Falcons,Grady Jarrett,DT,Active Roster,"$13,500,000 ","$4,500,000 ",,"$1,000,000 ",,"$1,833,000 ",,"($19,166,000)","$20,833,000 ",11.72
79,2021,Atlanta Falcons,Jake Matthews,LT,Active Roster,"$13,000,000 ","$2,789,200 ",,"$1,800,000 ",,"$2,633,750 ",,"($18,879,650)","$20,222,950 ",11.38
80,2021,Atlanta Falcons,Dante Fowler Jr.,DE,Active Roster,"$13,000,000 ","$4,666,666 ","$875,000 ",,,,,"($15,333,334)","$18,541,666 ",10.43
81,2021,Atlanta Falcons,Deion Jones,ILB,Active Roster,"$8,200,000 ","$2,200,000 ","$480,000 ","$1,750,000 ",,,,"($11,850,000)","$12,630,000 ",7.11
82,2021,Atlanta Falcons,Ricardo Allen,FS,Active Roster,"$6,250,000 ","$1,375,000 ",,,,"$750,000 ",,"($2,125,000)","$8,375,000 ",4.71
83,2021,Atlanta Falcons,James Carpenter,G,Active Roster,"$5,000,000 ","$875,000 ","$203,125 ","$333,333 ",,,,"($2,416,668)","$6,411,458 ",3.61
84,2021,Atlanta Falcons,Allen Bailey,DE,Active Roster,"$3,500,000 ","$1,625,000 ","$1,000,000 ",,,,,"($1,625,000)","$6,125,000 ",3.45
85,2021,Atlanta Falcons,Tyeler Davison,DT,Active Roster,"$3,200,000 ","$1,213,333 ","$250,000 ",,,,,"($2,426,668)","$4,663,333 ",2.62
86,2021,Atlanta Falcons,Chris Lindstrom,G,Active Roster,"$1,832,160 ","$2,179,319 ",,,,,,"($8,664,539)","$4,011,479 ",2.26
87,2021,Atlanta Falcons,Calvin Ridley,WR,Active Roster,"$1,966,461 ","$1,501,949 ",,,,,,"($1,501,949)","$3,468,410 ",1.95
88,2021,Atlanta Falcons,A.J. Terrell,CB,Active Roster,"$1,260,261 ","$1,991,045 ",,,,,,"($11,704,703)","$3,251,306 ",1.83
89,2021,Atlanta Falcons,Kaleb McGary,T,Active Roster,"$1,428,250 ","$1,371,498 ",,,,,,"($4,995,816)","$2,799,748 ",1.58
90,2021,Atlanta Falcons,Hayden Hurst,TE,Active Roster,"$1,984,913 ",,,,,,,,"$1,984,913 ",1.12
91,2021,Atlanta Falcons,Marlon Davidson,DT,Active Roster,"$924,199 ","$646,795 ",,,,,,"($2,864,584)","$1,570,994 ",0.88
92,2021,Atlanta Falcons,Isaiah Oliver,CB,Active Roster,"$1,112,270 ","$363,026 ",,,,,,"($363,026)","$1,475,296 ",0.83
93,2021,Atlanta Falcons,Keith Smith,FB,Active Roster,"$1,050,000 ","$366,666 ",,,,,,"($733,334)","$1,416,666 ",0.8
94,2021,Atlanta Falcons,Deadrin Senat,DT,Active Roster,"$920,000 ","$204,490 ",,,,,,"($204,490)","$1,124,490 ",0.63
95,2021,Atlanta Falcons,Matt Hennessy,C,Active Roster,"$825,662 ","$252,648 ",,,,,,"($757,944)","$1,078,310 ",0.61
96,2021,Atlanta Falcons,Ito Smith,RB,Active Roster,"$920,000 ","$155,221 ",,,,,,"($155,221)","$1,075,221 ",0.6
97,2021,Atlanta Falcons,Josh Harris,LS,Active Roster,"$1,075,000 ",,,,,,,"($1,075,000)","$1,075,000 ",0.6
98,2021,Atlanta Falcons,Kendall Sheffield,CB,Active Roster,"$850,000 ","$189,197 ",,,,,,"($378,395)","$1,039,197 ",0.58
99,2021,Atlanta Falcons,John Cominsky,DE,Active Roster,"$850,000 ","$122,098 ",,,,,,"($244,196)","$972,098 ",0.55
100,2021,Atlanta Falcons,Mykal Walker,ILB,Active Roster,"$780,000 ","$186,520 ",,,,,,"($559,560)","$966,520 ",0.54
101,2021,Atlanta Falcons,Russell Gage,WR,Active Roster,"$920,000 ","$39,050 ",,,,,,"($39,050)","$959,050 ",0.54
102,2021,Atlanta Falcons,Foyesade Oluokun,OLB,Active Roster,"$920,000 ","$36,658 ",,,,,,"($36,658)","$956,658 ",0.54
103,2021,Atlanta Falcons,Jaylinn Hawkins,FS,Active Roster,"$780,000 ","$166,729 ",,,,,,"($500,187)","$946,729 ",0.53
104,2021,Atlanta Falcons,Qadree Ollison,RB,Active Roster,"$850,000 ","$77,891 ",,,,,,"($155,782)","$927,891 ",0.52
105,2021,Atlanta Falcons,Olamide Zaccheaus,WR,Active Roster,"$850,000 ","$1,668 ",,,,,,"($1,668)","$851,668 ",0.48
106,2021,Atlanta Falcons,Willie Beavers,T,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
107,2021,Atlanta Falcons,T.J. Green,S,Active Roster,"$850,000 ",,,,,,,,"$850,000 ",0.48
108,2021,Atlanta Falcons,Sterling Hofrichter,P,Active Roster,"$780,000 ","$24,435 ",,,,,,"($73,305)","$804,435 ",0.45
109,2021,Atlanta Falcons,Kurt Benkert,QB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
110,2021,Atlanta Falcons,Tony Brooks-James,RB,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
111,2021,Atlanta Falcons,Greg Dortch,WR,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
112,2021,Atlanta Falcons,Elliott Fry,K,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
113,2021,Atlanta Falcons,Chris Slayton,DT,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
114,2021,Atlanta Falcons,Willie Wright,C,Active Roster,"$780,000 ",,,,,,,,"$780,000 ",0.44
115,2021,Atlanta Falcons,Chris Rowland,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
116,2021,Atlanta Falcons,Chris Williamson,CB,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
117,2021,Atlanta Falcons,Delrick Abrams,CB,Active Roster,"$2,021 ",,,,,,,,"$2,021 ",0
118,2021,Atlanta Falcons,Desmond Trufant,CB,Dead Money,-,"$3,000,000 ",-,"$2,800,000 ",-,-,-,-,"$5,800,000 ",3.26
119,2021,Atlanta Falcons,Jamon Brown,G,Dead Money,-,"$1,833,333 ",-,-,-,-,-,-,"$1,833,333 ",1.03
120,2021,Atlanta Falcons,Jordan Miller,CB,Dead Money,-,"$117,442 ",-,-,-,-,-,-,"$117,442 ",0.07
121,2021,Atlanta Falcons,Chris Rowland,WR,Dead Money,-,"$13,334 ",-,-,-,-,-,-,"$13,334 ",0.01
122,2021,Atlanta Falcons,Tyler Hall,CB,Dead Money,-,"$4,667 ",-,-,-,-,-,-,"$4,667 ",0
123,2021,Atlanta Falcons,Ray Wilborn,S,Dead Money,-,"$2,667 ",-,-,-,-,-,-,"$2,667 ",0
124,2021,Atlanta Falcons,Mikey Daniel,FB,Dead Money,-,"$1,667 ",-,-,-,-,-,-,"$1,667 ",0
125,2021,Atlanta Falcons,Jordan Williams,ILB,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
126,2021,Baltimore Ravens,Ronnie Stanley,T,Active Roster,"$7,500,000 ","$4,500,000 ",,"$3,250,000 ",,,,"($51,250,000)","$15,250,000 ",8.62
127,2021,Baltimore Ravens,Calais Campbell,DE,Active Roster,"$10,000,000 ","$5,000,000 ",,,,,,"($10,000,000)","$15,000,000 ",8.48
128,2021,Baltimore Ravens,Brandon Williams,DT,Active Roster,"$7,500,000 ","$2,500,000 ",,,,"$4,424,000 ",,"($6,924,000)","$14,424,000 ",8.15
129,2021,Baltimore Ravens,Marcus Peters,CB,Active Roster,"$11,468,118 ","$2,000,000 ",,,,,,"($15,468,118)","$13,468,118 ",7.61
130,2021,Baltimore Ravens,Marlon Humphrey,CB,Active Roster,"$3,244,000 ","$4,000,000 ",,"$3,000,000 ",,,,"($34,244,000)","$10,244,000 ",5.79
131,2021,Baltimore Ravens,Nick Boyle,TE,Active Roster,"$5,500,000 ","$2,333,334 ",,,,,,"($2,333,334)","$7,833,334 ",4.43
132,2021,Baltimore Ravens,Mark Ingram,RB,Active Roster,"$5,000,000 ","$1,333,334 ",,,,,,"($1,333,334)","$6,333,334 ",3.58
133,2021,Baltimore Ravens,Tavon Young,CB,Active Roster,"$2,650,000 ","$2,500,000 ",,,,"$838,000 ",,"($9,326,000)","$5,988,000 ",3.38
134,2021,Baltimore Ravens,Justin Tucker,K,Active Roster,"$3,500,000 ","$1,600,000 ",,,,,,"($4,800,000)","$5,100,000 ",2.88
135,2021,Baltimore Ravens,Patrick Ricard,FB,Active Roster,"$2,000,000 ","$333,334 ",,,,"$1,650,000 ",,"($1,983,334)","$3,983,334 ",2.25
136,2021,Baltimore Ravens,Chuck Clark,SS,Active Roster,"$2,500,000 ","$1,375,000 ",,,,,,"($6,625,000)","$3,875,000 ",2.19
137,2021,Baltimore Ravens,Marquise Brown,WR,Active Roster,"$1,566,576 ","$1,648,153 ",,,,,,"($6,767,882)","$3,214,729 ",1.82
138,2021,Baltimore Ravens,Lamar Jackson,QB,Active Roster,"$1,771,588 ","$1,242,120 ",,,,,,"($1,597,120)","$3,013,708 ",1.7
139,2021,Baltimore Ravens,L.J. Fort,ILB,Active Roster,"$2,250,000 ","$750,000 ",,,,,,"($750,000)","$3,000,000 ",1.7
140,2021,Baltimore Ravens,Sam Koch,P,Active Roster,"$1,850,000 ","$1,050,000 ",,,,,,"($2,100,000)","$2,900,000 ",1.64
141,2021,Baltimore Ravens,Patrick Queen,ILB,Active Roster,"$1,162,803 ","$1,601,213 ",,,,,,"($9,950,458)","$2,764,016 ",1.56
142,2021,Baltimore Ravens,Jimmy Smith,CB,Active Roster,"$2,000,000 ","$250,000 ",,,,,,"($2,000,000)","$2,250,000 ",1.27
143,2021,Baltimore Ravens,JK Dobbins,RB,Active Roster,"$870,429 ","$431,715 ",,,,,,"($2,165,576)","$1,302,144 ",0.74
144,2021,Baltimore Ravens,Orlando Brown Jr.,RT,Active Roster,"$920,000 ","$216,430 ",,,,,,"($216,430)","$1,136,430 ",0.64
145,2021,Baltimore Ravens,Mark Andrews,TE,Active Roster,"$920,000 ","$209,165 ",,,,,,"($209,165)","$1,129,165 ",0.64
146,2021,Baltimore Ravens,Justin Madubuike,DT,Active Roster,"$830,605 ","$272,420 ",,,,,,"($817,260)","$1,103,025 ",0.62
147,2021,Baltimore Ravens,Anthony Averett,CB,Active Roster,"$920,000 ","$165,250 ",,,,,,"($165,250)","$1,085,250 ",0.61
148,2021,Baltimore Ravens,Jaylon Ferguson,OLB,Active Roster,"$850,000 ","$225,827 ",,,,,,"($451,654)","$1,075,827 ",0.61
149,2021,Baltimore Ravens,Miles Boykin,WR,Active Roster,"$850,000 ","$214,232 ",,,,,,"($428,464)","$1,064,232 ",0.6
150,2021,Baltimore Ravens,Devin Duvernay,WR,Active Roster,"$817,991 ","$221,966 ",,,,,,"($665,898)","$1,039,957 ",0.59
151,2021,Baltimore Ravens,Justice Hill,RB,Active Roster,"$850,000 ","$185,414 ",,,,,,"($370,828)","$1,035,414 ",0.59
152,2021,Baltimore Ravens,Ben Powers,G,Active Roster,"$850,000 ","$174,383 ",,,,,,"($348,766)","$1,024,383 ",0.58
153,2021,Baltimore Ravens,Malik Harrison,ILB,Active Roster,"$814,518 ","$208,074 ",,,,,,"($624,222)","$1,022,592 ",0.58
154,2021,Baltimore Ravens,Iman Marshall,CB,Active Roster,"$850,000 ","$168,299 ",,,,,,"($336,599)","$1,018,299 ",0.58
155,2021,Baltimore Ravens,Tyre Phillips,G,Active Roster,"$780,000 ","$208,073 ",,,,,,"($624,219)","$988,073 ",0.56
156,2021,Baltimore Ravens,Bradley Bozeman,G,Active Roster,"$920,000 ","$29,602 ",,,,,,"($29,602)","$949,602 ",0.54
157,2021,Baltimore Ravens,Ben Bredeson,G,Active Roster,"$780,000 ","$123,600 ",,,,,,"($370,800)","$903,600 ",0.51
158,2021,Baltimore Ravens,Trace McSorley,QB,Active Roster,"$850,000 ","$40,172 ",,,,,,"($80,344)","$890,172 ",0.5
159,2021,Baltimore Ravens,Deshon Elliott,FS,Active Roster,"$850,000 ","$39,451 ",,,,,,"($39,451)","$889,451 ",0.5
160,2021,Baltimore Ravens,Andre Smith,RT,Active Roster,"$1,075,000 ","$25,000 ",,,,,"$150,000 ","($25,000)","$875,000 ",0.49
161,2021,Baltimore Ravens,De'Anthony Thomas,WR,Active Roster,"$990,000 ","$25,000 ",,,,,"$150,000 ","($25,000)","$875,000 ",0.49
162,2021,Baltimore Ravens,Broderick Washington,DT,Active Roster,"$780,000 ","$73,412 ",,,,,,"($220,237)","$853,412 ",0.48
163,2021,Baltimore Ravens,Otaro Alaka,ILB,Active Roster,"$850,000 ","$3,334 ",,,,,,"($3,334)","$853,334 ",0.48
164,2021,Baltimore Ravens,Patrick Mekari,C,Active Roster,"$850,000 ","$2,668 ",,,,,,"($2,668)","$852,668 ",0.48
165,2021,Baltimore Ravens,James Proche,WR,Active Roster,"$780,000 ","$42,024 ",,,,,,"($168,096)","$822,024 ",0.46
166,2021,Baltimore Ravens,Jacob Breeland,TE,Active Roster,"$780,000 ","$5,000 ",,,,,,"($10,000)","$785,000 ",0.44
167,2021,Baltimore Ravens,Binjimen Victor,WR,Active Roster,"$660,000 ",,,,,,,,"$660,000 ",0.37
168,2021,Baltimore Ravens,Earl Thomas,FS,Dead Money,-,"$10,000,000 ",-,-,-,-,-,-,"$10,000,000 ",5.65
169,2021,Baltimore Ravens,Daylon Mack,DT,Dead Money,-,"$149,640 ",-,-,-,-,-,-,"$149,640 ",0.08
170,2021,Baltimore Ravens,Jaleel Scott,WR,Dead Money,-,"$145,095 ",-,-,-,-,-,-,"$145,095 ",0.08
171,2021,Baltimore Ravens,Geno Stone,S,Dead Money,-,"$80,361 ",-,-,-,-,-,-,"$80,361 ",0.05
172,2021,Baltimore Ravens,Eli Wolf,TE,Dead Money,-,"$10,000 ",-,-,-,-,-,-,"$10,000 ",0.01
173,2021,Baltimore Ravens,Trystan Colon-Castillo,C,Dead Money,-,"$8,334 ",-,-,-,-,-,-,"$8,334 ",0
174,2021,Baltimore Ravens,John Daka,DE,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
175,2021,Baltimore Ravens,Daishawn Dixon,G,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
176,2021,Baltimore Ravens,Sean Pollard,C,Dead Money,-,"$5,000 ",-,-,-,-,-,-,"$5,000 ",0
177,2021,Baltimore Ravens,Khalil Dorsey,CB,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
178,2021,Baltimore Ravens,Tyler Huntley,QB,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
179,2021,Baltimore Ravens,Josh Nurse,CB,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
180,2021,Baltimore Ravens,Kristian Welch,ILB,Dead Money,-,"$3,334 ",-,-,-,-,-,-,"$3,334 ",0
181,2021,Baltimore Ravens,Marcus Willoughby,DE,Dead Money,-,"$3,000 ",-,-,-,-,-,-,"$3,000 ",0
182,2021,Baltimore Ravens,Chauncey Rivers,DT,Dead Money,-,"$2,667 ",-,-,-,-,-,-,"$2,667 ",0
183,2021,Baltimore Ravens,Aaron Crawford,DT,Dead Money,-,"$2,334 ",-,-,-,-,-,-,"$2,334 ",0
184,2021,Baltimore Ravens,Evan Adams,G,Dead Money,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
185,2021,Baltimore Ravens,Bronson Rechsteiner,RB,Dead Money,-,"$2,000 ",-,-,-,-,-,-,"$2,000 ",0
186,2021,Baltimore Ravens,Dom Maggio,P,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
187,2021,Baltimore Ravens,Jaylon Moore,WR,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
188,2021,Baltimore Ravens,Nick Vogel,K,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
189,2021,Baltimore Ravens,Nigel Warrior,S,Dead Money,-,"$1,334 ",-,-,-,-,-,-,"$1,334 ",0
190,2021,Baltimore Ravens,Michael Dereus,WR,Dead Money,-,$667 ,-,-,-,-,-,-,$667 ,0
191,2021,Baltimore Ravens,Jeff Hector,S,Dead Money,-,$667 ,-,-,-,-,-,-,$667 ,0
192,2021,Buffalo Bills,Tre'Davious White,CB,Active Roster,"$10,450,000 ","$2,100,000 ",,"$1,500,000 ",,,,"($33,850,000)","$14,050,000 ",7.91
193,2021,Buffalo Bills,Stefon Diggs,WR,Active Roster,"$11,658,333 ",,"$500,000 ",,"$100,000 ",,,"($17,000,000)","$12,258,333 ",6.9
194,2021,Buffalo Bills,Dion Dawkins,LT,Active Roster,"$7,300,000 ","$1,720,000 ","$250,000 ","$1,875,000 ","$250,000 ",,,"($21,680,000)","$11,395,000 ",6.41
195,2021,Buffalo Bills,Mitch Morse,C,Active Roster,"$7,025,000 ","$2,750,000 ","$468,750 ",,"$100,000 ",,,"($5,500,000)","$10,343,750 ",5.82
